                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.76141,                0.76311,                 1.1784,                0.71642,                0.24667,                0.33964,                0.23858,                 1.1579,                 1.4189,                 1.6009,             0.00050995,             0.00050995,             0.00050995
                    101,                 0.7897,                0.77786,                 1.2022,                0.64363,                0.36281,                 0.3779,                0.25316,                 1.1202,                 1.2392,                 1.5563,               0.000505,               0.000505,               0.000505
                    102,                0.72431,                0.71382,                 1.1353,                0.77116,                0.30677,                0.39943,                0.27344,                 1.1014,                 1.1849,                 1.5438,             0.00050005,             0.00050005,             0.00050005
                    103,                0.71356,                0.68077,                 1.1477,                0.52491,                0.31221,                0.39137,                0.26022,                 1.1357,                 1.2078,                 1.5963,              0.0004951,              0.0004951,              0.0004951
                    104,                0.75259,                0.72857,                 1.1715,                0.70094,                0.34884,                0.38511,                0.26621,                  1.158,                 1.1943,                 1.6202,             0.00049015,             0.00049015,             0.00049015
                    105,                0.71815,                0.74399,                 1.1592,                 0.9036,                  0.326,                0.38251,                0.27625,                 1.0875,                 1.1921,                 1.5782,              0.0004852,              0.0004852,              0.0004852
                    106,                 0.7409,                0.69136,                 1.1605,                0.70374,                0.37782,                0.38735,                0.28154,                 1.0667,                 1.1792,                 1.5519,             0.00048025,             0.00048025,             0.00048025
                    107,                0.73903,                 0.7196,                 1.1601,                0.90844,                0.33428,                0.39426,                0.27518,                 1.0623,                 1.1438,                 1.5378,              0.0004753,              0.0004753,              0.0004753
                    108,                0.73498,                0.69892,                  1.151,                0.73501,                0.33199,                 0.4002,                0.28051,                 1.0425,                 1.1512,                 1.5345,             0.00047035,             0.00047035,             0.00047035
                    109,                 0.7715,                0.71478,                 1.1758,                0.54319,                 0.3665,                0.39924,                0.26589,                 1.0859,                 1.1418,                 1.5718,              0.0004654,              0.0004654,              0.0004654
                    110,                0.73335,                0.71743,                 1.1516,                 0.5574,                0.35755,                0.40243,                0.25811,                 1.1766,                 1.1832,                 1.6792,             0.00046045,             0.00046045,             0.00046045
                    111,                0.72064,                0.71254,                 1.1598,                0.54915,                0.36563,                 0.3978,                0.26868,                 1.0825,                 1.1335,                  1.538,              0.0004555,              0.0004555,              0.0004555
                    112,                0.70728,                0.67916,                 1.1264,                0.56518,                0.36538,                0.39615,                0.28352,                 1.0671,                 1.1416,                 1.5261,             0.00045055,             0.00045055,             0.00045055
                    113,                0.70585,                0.66594,                 1.1482,                0.59329,                0.34111,                0.38717,                0.27806,                 1.0446,                 1.1981,                 1.5098,              0.0004456,              0.0004456,              0.0004456
                    114,                0.73496,                0.68789,                 1.1562,                0.69126,                0.35796,                0.38082,                0.28491,                 1.0855,                 1.2347,                  1.547,             0.00044065,             0.00044065,             0.00044065
                    115,                 0.7245,                0.71204,                 1.1625,                0.69258,                0.34691,                0.35294,                0.26057,                 1.1427,                 1.2898,                 1.6158,              0.0004357,              0.0004357,              0.0004357
                    116,                0.69852,                0.65612,                 1.1553,                0.84902,                0.33536,                0.33839,                0.24485,                 1.1296,                 1.2854,                 1.5829,             0.00043075,             0.00043075,             0.00043075
                    117,                0.72678,                0.69361,                 1.1685,                0.77205,                0.28188,                0.39136,                0.28309,                 1.1704,                 1.1668,                 1.6248,              0.0004258,              0.0004258,              0.0004258
                    118,                0.69156,                0.65853,                 1.1315,                0.91248,                0.30134,                0.37905,                0.27966,                 1.1097,                 1.2061,                 1.5858,             0.00042085,             0.00042085,             0.00042085
                    119,                0.70735,                0.69893,                 1.1615,                0.74505,                0.36075,                0.40133,                0.28626,                 1.1094,                 1.1989,                 1.5875,              0.0004159,              0.0004159,              0.0004159
                    120,                0.70424,                0.65893,                 1.1479,                0.58276,                0.33964,                0.40949,                0.29909,                 1.0718,                 1.1324,                 1.5676,             0.00041095,             0.00041095,             0.00041095
                    121,                0.67834,                 0.6369,                 1.1184,                0.52734,                 0.3393,                0.38472,                 0.2829,                 1.0718,                  1.199,                 1.5376,               0.000406,               0.000406,               0.000406
                    122,                0.69265,                0.65687,                 1.1464,                0.55402,                0.31912,                0.38212,                0.28447,                 1.0622,                 1.1928,                 1.5482,             0.00040105,             0.00040105,             0.00040105
                    123,                0.70286,                0.64983,                 1.1365,                0.56069,                0.33136,                0.40119,                0.30631,                 1.0827,                 1.1517,                 1.5753,              0.0003961,              0.0003961,              0.0003961
                    124,                0.67054,                0.66225,                 1.1295,                0.51451,                0.32223,                0.38253,                0.27685,                 1.0609,                  1.292,                  1.525,             0.00039115,             0.00039115,             0.00039115
                    125,                0.67372,                0.63757,                 1.1216,                0.70234,                0.35053,                0.38826,                0.28354,                 1.0724,                 1.2683,                 1.5243,              0.0003862,              0.0003862,              0.0003862
                    126,                0.68739,                0.65277,                 1.1253,                0.54727,                0.34808,                0.39241,                0.27409,                 1.1017,                 1.2251,                  1.557,             0.00038125,             0.00038125,             0.00038125
                    127,                0.71015,                0.64999,                 1.1358,                 0.5264,                0.37242,                0.40017,                0.27864,                 1.0804,                 1.1501,                 1.5352,              0.0003763,              0.0003763,              0.0003763
                    128,                0.71713,                0.66104,                 1.1542,                0.51281,                0.37099,                0.38802,                0.26299,                 1.0808,                 1.1491,                 1.5394,             0.00037135,             0.00037135,             0.00037135
                    129,                0.67489,                0.63035,                   1.11,                0.53056,                0.32979,                 0.3753,                0.25581,                 1.0886,                 1.2223,                 1.5722,              0.0003664,              0.0003664,              0.0003664
                    130,                0.68624,                0.64738,                 1.1553,                 0.7301,                0.32458,                 0.3867,                0.26507,                 1.1153,                 1.2125,                  1.617,             0.00036145,             0.00036145,             0.00036145
                    131,                0.63058,                0.59688,                 1.0914,                0.54427,                0.35463,                 0.3862,                 0.2748,                 1.0745,                 1.1852,                 1.5699,              0.0003565,              0.0003565,              0.0003565
                    132,                0.64919,                0.60609,                  1.102,                0.57367,                0.32655,                0.38149,                0.27292,                  1.101,                 1.2054,                 1.6032,             0.00035155,             0.00035155,             0.00035155
                    133,                0.65407,                0.61609,                  1.118,                 0.5757,                0.35368,                0.39046,                0.27771,                 1.0755,                 1.1582,                   1.57,              0.0003466,              0.0003466,              0.0003466
                    134,                0.67189,                 0.6331,                 1.1167,                0.56929,                0.33164,                0.38036,                0.29088,                 1.0485,                 1.1865,                 1.5061,             0.00034165,             0.00034165,             0.00034165
                    135,                0.66736,                0.59942,                 1.1217,                0.58452,                0.33836,                0.38517,                0.29318,                  1.088,                 1.2646,                 1.5417,              0.0003367,              0.0003367,              0.0003367
                    136,                0.64229,                0.59324,                  1.094,                0.59129,                0.34702,                0.38811,                0.28193,                 1.1105,                 1.2753,                 1.5602,             0.00033175,             0.00033175,             0.00033175
                    137,                0.64686,                0.60536,                 1.1168,                 0.6161,                0.34871,                0.39017,                0.29004,                 1.0628,                 1.1557,                 1.5157,              0.0003268,              0.0003268,              0.0003268
                    138,                0.67889,                0.60964,                 1.1269,                0.56964,                0.33178,                0.39699,                0.29354,                 1.0741,                 1.1669,                 1.5525,             0.00032185,             0.00032185,             0.00032185
                    139,                0.66558,                0.59499,                 1.1121,                0.53769,                0.41057,                0.40265,                0.27369,                 1.0509,                 1.1311,                 1.5151,              0.0003169,              0.0003169,              0.0003169
                    140,                0.64253,                0.57336,                 1.1011,                0.52851,                0.43033,                0.41556,                 0.2813,                 1.0752,                 1.0746,                 1.5557,             0.00031195,             0.00031195,             0.00031195
                    141,                0.66593,                0.61066,                 1.1372,                0.56808,                0.38007,                0.41779,                0.28338,                 1.1063,                 1.1339,                 1.5863,               0.000307,               0.000307,               0.000307
                    142,                0.64583,                0.59764,                  1.108,                0.54118,                0.33773,                 0.3975,                0.29387,                  1.062,                 1.1586,                  1.534,             0.00030205,             0.00030205,             0.00030205
                    143,                0.61949,                0.56225,                 1.1013,                0.61598,                 0.3234,                0.41414,                0.30943,                  1.042,                 1.0583,                 1.5115,              0.0002971,              0.0002971,              0.0002971
                    144,                0.61377,                0.56913,                 1.0959,                0.58422,                0.37523,                0.41512,                0.30417,                 1.0299,                 1.0292,                 1.4968,             0.00029215,             0.00029215,             0.00029215
                    145,                0.62207,                0.60135,                 1.1016,                0.58429,                0.36526,                0.41645,                 0.3056,                 1.0404,                  1.047,                 1.5263,              0.0002872,              0.0002872,              0.0002872
                    146,                0.62456,                0.59627,                 1.1025,                0.55765,                0.36141,                0.40631,                0.29188,                 1.0855,                 1.1111,                 1.5676,             0.00028225,             0.00028225,             0.00028225
                    147,                 0.6598,                 0.5957,                 1.1186,                0.67632,                 0.3544,                0.38728,                0.26976,                 1.0697,                 1.1759,                 1.5547,              0.0002773,              0.0002773,              0.0002773
                    148,                0.64546,                0.58816,                 1.1224,                0.53296,                0.38833,                0.41381,                0.27743,                 1.0882,                 1.0853,                 1.5725,             0.00027235,             0.00027235,             0.00027235
                    149,                0.61751,                  0.564,                 1.0831,                0.74769,                0.36985,                0.42901,                0.29717,                 1.0643,                 1.0718,                 1.5443,              0.0002674,              0.0002674,              0.0002674
                    150,                0.65558,                0.58319,                 1.0994,                0.59156,                0.33697,                0.41668,                0.29027,                 1.0392,                 1.0876,                 1.5245,             0.00026245,             0.00026245,             0.00026245
                    151,                0.60365,                0.55988,                 1.0838,                0.57367,                0.32271,                0.40545,                0.28696,                 1.0857,                 1.1099,                  1.562,              0.0002575,              0.0002575,              0.0002575
                    152,                0.63117,                0.59687,                 1.0809,                0.59041,                0.32679,                0.40444,                0.28187,                  1.063,                  1.092,                 1.5199,             0.00025255,             0.00025255,             0.00025255
                    153,                0.62055,                0.56793,                  1.104,                0.56513,                0.31966,                0.39479,                0.27526,                 1.1236,                 1.1025,                  1.595,              0.0002476,              0.0002476,              0.0002476
                    154,                0.61286,                0.55799,                  1.101,                0.35377,                0.38064,                0.40008,                0.27838,                 1.1005,                 1.0732,                 1.5703,             0.00024265,             0.00024265,             0.00024265
                    155,                0.60758,                0.55802,                  1.094,                0.58862,                0.32891,                0.40905,                0.29101,                 1.0632,                 1.0583,                 1.5323,              0.0002377,              0.0002377,              0.0002377
                    156,                0.60901,                0.57412,                 1.0906,                 0.3589,                0.37855,                0.40776,                0.29257,                 1.0469,                 1.0779,                 1.5333,             0.00023275,             0.00023275,             0.00023275
                    157,                0.62362,                0.56843,                 1.1039,                0.37102,                0.34878,                0.40383,                0.28637,                 1.0625,                 1.1153,                 1.5561,              0.0002278,              0.0002278,              0.0002278
                    158,                0.63534,                 0.5931,                 1.1027,                0.74075,                0.31448,                0.38963,                0.26014,                 1.0871,                 1.1608,                 1.5756,             0.00022285,             0.00022285,             0.00022285
                    159,                0.61902,                0.57388,                  1.083,                  0.739,                0.32268,                0.37984,                0.25848,                 1.0706,                 1.1513,                 1.5662,              0.0002179,              0.0002179,              0.0002179
                    160,                0.61035,                0.56911,                 1.0785,                0.59034,                0.34238,                0.40133,                0.26982,                 1.0743,                  1.117,                 1.5601,             0.00021295,             0.00021295,             0.00021295
                    161,                0.60723,                0.55499,                 1.0863,                0.54724,                0.35126,                0.41222,                0.28755,                 1.0825,                 1.0993,                 1.5637,               0.000208,               0.000208,               0.000208
                    162,                0.62175,                0.57488,                 1.0914,                0.50484,                0.38505,                0.41009,                0.28938,                 1.0887,                 1.1164,                 1.5721,             0.00020305,             0.00020305,             0.00020305
                    163,                0.61376,                0.54017,                 1.0713,                 0.5145,                0.38134,                0.39367,                0.28508,                  1.058,                 1.1568,                 1.5338,              0.0001981,              0.0001981,              0.0001981
                    164,                0.59921,                0.54874,                 1.0934,                0.55677,                0.31602,                0.38994,                0.28229,                 1.0751,                 1.1728,                 1.5516,             0.00019315,             0.00019315,             0.00019315
                    165,                0.57589,                0.53632,                 1.0698,                0.56083,                 0.3292,                0.38509,                0.28317,                 1.0837,                 1.1769,                 1.5616,              0.0001882,              0.0001882,              0.0001882
                    166,                0.59456,                0.55143,                 1.0883,                0.60244,                0.29767,                0.39817,                0.28345,                 1.0938,                 1.1564,                 1.5712,             0.00018325,             0.00018325,             0.00018325
                    167,                0.60433,                0.55539,                 1.0874,                0.51134,                0.38749,                0.40168,                0.28844,                 1.0603,                  1.126,                 1.5412,              0.0001783,              0.0001783,              0.0001783
                    168,                0.58598,                0.54011,                 1.0813,                0.54325,                0.35582,                0.40525,                  0.293,                  1.071,                 1.1054,                 1.5495,             0.00017335,             0.00017335,             0.00017335
                    169,                0.58742,                0.53155,                 1.0806,                0.59034,                0.32382,                0.40015,                0.27771,                 1.0685,                 1.1092,                 1.5439,              0.0001684,              0.0001684,              0.0001684
                    170,                0.62251,                0.54447,                 1.1062,                0.75116,                0.33541,                0.40145,                0.28387,                 1.0543,                 1.0921,                 1.5375,             0.00016345,             0.00016345,             0.00016345
                    171,                0.59131,                0.53665,                 1.0666,                0.73156,                0.33697,                0.40632,                0.29528,                 1.0683,                  1.068,                  1.552,              0.0001585,              0.0001585,              0.0001585
                    172,                 0.5717,                0.51119,                  1.069,                0.55436,                 0.3479,                0.40886,                0.29398,                 1.0575,                   1.09,                 1.5273,             0.00015355,             0.00015355,             0.00015355
                    173,                 0.5919,                 0.5403,                   1.08,                0.57938,                0.31789,                0.40369,                0.29607,                 1.0429,                 1.0889,                 1.5136,              0.0001486,              0.0001486,              0.0001486
                    174,                0.55844,                0.50857,                 1.0556,                0.53957,                0.35659,                0.40183,                0.30334,                 1.0245,                 1.1084,                 1.5019,             0.00014365,             0.00014365,             0.00014365
                    175,                 0.5692,                 0.5022,                 1.0618,                0.67755,                0.36448,                0.39167,                0.28293,                 1.0526,                 1.1346,                 1.5344,              0.0001387,              0.0001387,              0.0001387
                    176,                0.59867,                0.51294,                 1.0882,                0.66617,                 0.3547,                0.38352,                0.26658,                 1.0975,                 1.1922,                 1.5834,             0.00013375,             0.00013375,             0.00013375
                    177,                0.58665,                0.55315,                 1.0684,                0.67542,                0.34518,                0.38373,                0.27002,                 1.0817,                 1.1633,                 1.5792,              0.0001288,              0.0001288,              0.0001288
                    178,                0.57815,                0.53535,                 1.0781,                0.52592,                0.33051,                0.38416,                0.27291,                  1.053,                 1.1227,                 1.5506,             0.00012385,             0.00012385,             0.00012385
                    179,                0.58392,                0.52738,                 1.0714,                0.55191,                0.30306,                 0.3762,                0.27674,                 1.0406,                   1.11,                 1.5404,              0.0001189,              0.0001189,              0.0001189
                    180,                0.57574,                0.52449,                 1.0639,                0.56239,                0.29548,                0.37687,                  0.276,                 1.0381,                 1.1223,                 1.5322,             0.00011395,             0.00011395,             0.00011395
                    181,                0.57753,                0.52661,                 1.0491,                0.54685,                0.31278,                0.37679,                0.27659,                 1.0305,                 1.1211,                 1.5211,               0.000109,               0.000109,               0.000109
                    182,                0.56947,                0.51072,                 1.0686,                0.57538,                0.30107,                0.39048,                0.28585,                 1.0355,                 1.0946,                 1.5261,             0.00010405,             0.00010405,             0.00010405
                    183,                0.55055,                0.50538,                 1.0434,                0.49706,                0.36141,                 0.3938,                0.29037,                 1.0522,                 1.0917,                 1.5473,               9.91e-05,               9.91e-05,               9.91e-05
                    184,                0.56502,                 0.5115,                 1.0668,                0.54093,                0.34314,                0.39515,                0.28474,                 1.0634,                 1.1253,                 1.5545,              9.415e-05,              9.415e-05,              9.415e-05
                    185,                0.57355,                0.50383,                 1.0696,                0.54516,                0.33911,                0.39374,                0.28129,                 1.0554,                 1.1469,                 1.5564,               8.92e-05,               8.92e-05,               8.92e-05
                    186,                0.57599,                0.52849,                 1.0754,                0.67789,                0.36205,                0.40046,                0.29109,                 1.0305,                 1.1255,                 1.5398,              8.425e-05,              8.425e-05,              8.425e-05
                    187,                0.55794,                0.50457,                 1.0696,                0.49727,                0.36668,                0.39708,                0.29171,                 1.0243,                 1.1267,                 1.5177,               7.93e-05,               7.93e-05,               7.93e-05
                    188,                0.54747,                0.48034,                 1.0522,                0.49228,                0.36753,                0.39558,                0.28759,                 1.0408,                 1.1176,                 1.5249,              7.435e-05,              7.435e-05,              7.435e-05
                    189,                0.54659,                0.48678,                 1.0584,                0.48692,                 0.3768,                0.39816,                0.28991,                 1.0241,                 1.1058,                 1.5113,               6.94e-05,               6.94e-05,               6.94e-05
                    190,                0.56996,                0.48591,                 1.0626,                0.49963,                0.38405,                0.40175,                0.29211,                 1.0249,                  1.121,                 1.5092,              6.445e-05,              6.445e-05,              6.445e-05
                    191,                0.40815,                0.37853,                0.99747,                0.53805,                0.35659,                0.39931,                0.29266,                 1.0277,                 1.0974,                 1.5099,               5.95e-05,               5.95e-05,               5.95e-05
                    192,                0.41438,                 0.3764,                0.99284,                0.69565,                0.37423,                 0.4006,                0.29312,                 1.0418,                 1.0922,                 1.5274,              5.455e-05,              5.455e-05,              5.455e-05
                    193,                0.40668,                0.35428,                0.98432,                0.68385,                0.36899,                0.39768,                0.28936,                 1.0417,                 1.1048,                 1.5263,               4.96e-05,               4.96e-05,               4.96e-05
                    194,                0.39003,                0.33104,                0.96826,                 0.6953,                0.34368,                0.39686,                0.28965,                 1.0324,                  1.104,                 1.5225,              4.465e-05,              4.465e-05,              4.465e-05
                    195,                0.38677,                0.33929,                0.98001,                0.73633,                0.31667,                0.39759,                0.29381,                  1.021,                 1.0805,                 1.5143,               3.97e-05,               3.97e-05,               3.97e-05
                    196,                0.37569,                0.32556,                0.94721,                0.73055,                0.33249,                0.40097,                0.29786,                 1.0051,                 1.0715,                 1.5039,              3.475e-05,              3.475e-05,              3.475e-05
                    197,                0.37046,                0.31195,                0.95344,                0.73714,                0.32353,                0.39924,                0.29717,                0.99948,                 1.0707,                 1.5016,               2.98e-05,               2.98e-05,               2.98e-05
                    198,                0.37512,                0.32302,                0.95968,                0.75991,                0.30806,                0.39799,                0.29816,                0.99992,                 1.0744,                  1.498,              2.485e-05,              2.485e-05,              2.485e-05
                    199,                0.37866,                 0.3193,                  0.978,                0.71474,                0.32934,                0.39859,                0.29831,                 1.0068,                 1.0711,                 1.5072,               1.99e-05,               1.99e-05,               1.99e-05
                    200,                0.36263,                0.32185,                0.94945,                0.72064,                0.32975,                0.39821,                 0.2974,                 1.0023,                 1.0823,                  1.507,              1.495e-05,              1.495e-05,              1.495e-05
